Gender;Married;Dependents;Self_Employed;ApplicantIncome;CoapplicantIncome;LoanAmount;Loan_Amount_Term;Credit_History;Property_Area;Loan_Status
Male;Yes;0;Yes;low;medium_high;medium_high;medium_short_term;1.0;Semiurban;Y
Male;No;0;Yes;medium_high;medium_high;medium_high;medium_long_term;1.0;Rural;Y
Male;Yes;3;No;medium_low;null;medium_low;medium_short_term;1.0;Rural;Y
Male;Yes;1;No;medium_high;null;medium_low;medium_long_term;1.0;Urban;N
Male;No;0;No;high;null;medium_high;medium_long_term;1.0;Rural;Y
Male;Yes;3;No;high;null;high;medium_long_term;1.0;Urban;Y
Male;Yes;0;No;medium_low;medium_low;medium_high;medium_long_term;0.0;Rural;N
Male;No;0;No;low;null;medium_low;medium_long_term;1.0;Urban;Y
Male;Yes;2;No;medium_low;medium_low;medium_high;medium_long_term;1.0;Urban;Y
Male;Yes;0;Yes;low;low;medium_high;medium_long_term;1.0;Rural;Y
Male;Yes;2;No;high;null;high;medium_long_term;1.0;Rural;Y
Male;No;0;No;low;medium_high;medium_high;medium_long_term;Nil;Rural;Y
Male;Yes;0;No;high;low;medium_high;medium_long_term;1.0;Urban;Y
Male;Yes;0;No;medium_high;medium_high;medium_high;medium_long_term;1.0;Rural;Y
Male;Yes;3;No;medium_high;low;medium_high;medium_short_term;0.0;Semiurban;N
Male;Yes;3;No;high;medium_low;medium_high;medium_long_term;1.0;Urban;Y
Male;Yes;1;No;medium_low;medium_low;medium_low;medium_long_term;1.0;Urban;Y
Male;No;0;No;low;null;medium_low;medium_long_term;1.0;Urban;Y
Male;Yes;2;No;medium_low;null;medium_low;medium_long_term;Nil;Rural;Y
Male;No;0;No;medium_high;medium_high;medium_high;medium_long_term;1.0;Semiurban;Y
Female;Yes;0;No;high;medium_high;medium_low;medium_long_term;Nil;Urban;Y
Male;Yes;1;No;low;medium_low;medium_low;medium_long_term;1.0;Semiurban;Y
Male;Yes;3;Yes;medium_high;medium_low;medium_high;medium_long_term;1.0;Urban;Y
Male;Yes;0;No;medium_high;low;medium_high;medium_long_term;1.0;Urban;Y
Male;No;0;No;medium_low;medium_low;medium_high;medium_long_term;Nil;Semiurban;Y
Male;Yes;0;No;medium_high;medium_low;medium_high;medium_long_term;1.0;Rural;Y
Male;No;0;Yes;high;null;medium_low;medium_short_term;1.0;Rural;Y
